dataset_name,detail_url,dataset_description,resource name,resource_type,resource_region,resource_desc,tag01,tag02,tag03,tag04,tag05,tag06,tag07,tag08,tag09,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20
3000 Rice Genomes Project,https://registry.opendata.aws/3kricegenome/,"The 3000 Rice Genome Project is an international effort to sequence the genomes of 3,024 rice varieties from 89 countries.",arn:aws:s3:::3kricegenome,S3 Bucket,us-east-1,http://s3.amazonaws.com/3kricegenome/README-snp_pipeline.txt,agriculture,food security,genetic,genomic,life sciences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amazon Customer Reviews Dataset,https://registry.opendata.aws/amazon-reviews/,"Amazon Customer Reviews (a.k.a. Product Reviews) is one of Amazon’s iconic products. In a period of over two decades since the first review in 1995, millions of Amazon customers have contributed over a hundred million reviews to express opinions and describe their experiences regarding products on the Amazon.com website. Over 130+ million customer reviews are available to researchers as part of this dataset.",arn:aws:s3:::amazon-reviews-pds,S3 Bucket,us-east-1,TSV files of reviews,information retrieval,machine learning,natural language processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COVID-19 Data Lake,https://registry.opendata.aws/aws-covid19-lake/,"A centralized repository of up-to-date and curated datasets on or related to the spread and characteristics of the novel corona virus (SARS-CoV-2) and its associated illness, COVID-19. Globally, there are several efforts underway to gather this data, and we are working with partners to make this crucial data freely available and keep it up-to-date. Hosted on the AWS cloud, we have seeded our curated data lake with COVID-19 case tracking data from Johns Hopkins and The New York Times, hospital bed availability from Definitive Healthcare, and over 45,000 research articles about COVID-19 and related coronaviruses from the Allen Institute for AI.",arn:aws:s3:::covid19-lake,S3 Bucket,us-east-2,Collected COVID-19 related datasets,bioinformatics,biology,coronavirus,COVID-19,health,life sciences,medicine,MERS,SARS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Community Earth System Model Large Ensemble (CESM LENS),https://registry.opendata.aws/ncar-cesm-lens/,"The Community Earth System Model (CESM) Large Ensemble Numerical Simulation (LENS) dataset includes a 40-member ensemble of climate simulations for the period 1920-2100 using historical data (1920-2005) or assuming the RCP8.5 greenhouse gas concentration scenario (2006-2100), as well as longer control runs based on pre-industrial conditions. The data comprise both surface (2D) and volumetric (3D) variables in the atmosphere, ocean, land, and ice domains. The total data volume of the original dataset is ~500TB, which has traditionally been stored as ~150,000 individual CF/NetCDF files on disk or magnetic tape made available through the NCAR Climate Data Gateway for download or via web services. NCAR has copied a subset (currently ~70 TB) of CESM LENS data to Amazon S3 as part of the AWS Public Datasets Program. To optimize for large-scale analytics we have represented the data as ~275 Zarr stores format accessible through the Python Xarray library. Each Zarr store contains a single physical variable for a given model run type and temporal frequency (monthly, daily, 6-hourly).",arn:aws:s3:::ncar-cesm-lens,S3 Bucket,us-west-2,Project data files,atmosphere,climate,geospatial,ice,land,machine learning,model,oceans,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOE's Water Power Technology Office's (WPTO) US Wave dataset,https://registry.opendata.aws/wpto-pds-us-wave/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, this is the highest resolution publicly available long-term wave hindcast dataset that – when complete – will cover the entire U.S. Exclusive Economic Zone (EEZ).",arn:aws:s3:::wpto-pds-us-wave/v1.0.0/,S3 Bucket,us-west-2,32 Year Wave Hindcast (1979-2010) at 3-hour temporal resolution and down to 200m spatial resolution in HDF5 format,earth observation,energy,geospatial,meteorological,sustainability,water,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOE's Water Power Technology Office's (WPTO) US Wave dataset,https://registry.opendata.aws/wpto-pds-us-wave/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, this is the highest resolution publicly available long-term wave hindcast dataset that – when complete – will cover the entire U.S. Exclusive Economic Zone (EEZ).",arn:aws:s3:::wpto-pds-us-wave/v1.0.0/virtual_buoy/,S3 Bucket,us-west-2,32 Year Wave Hindcast (1979-2010) from select virtual buoys along the West Coast of the United States with 1-hour temporal resolution and direction wave specturm data in HDF5 format,earth observation,energy,geospatial,meteorological,sustainability,water,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOE's Water Power Technology Office's (WPTO) US Wave dataset,https://registry.opendata.aws/wpto-pds-us-wave/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, this is the highest resolution publicly available long-term wave hindcast dataset that – when complete – will cover the entire U.S. Exclusive Economic Zone (EEZ).",arn:aws:s3:::nrel-pds-hsds/nrel/US_wave/,S3 Bucket,us-west-2,HSDS backend data,earth observation,energy,geospatial,meteorological,sustainability,water,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Encyclopedia of DNA Elements (ENCODE),https://registry.opendata.aws/encode-project/,"The Encyclopedia of DNA Elements (ENCODE) Consortium is an international collaboration of research groups funded by the National Human Genome Research Institute (NHGRI). The goal of ENCODE is to build a comprehensive parts list of functional elements in the human genome, including elements that act at the protein and RNA levels, and regulatory elements that control cells and circumstances in which a gene is active. ENCODE investigators employ a variety of assays and methods to identify functional elements. The discovery and annotation of gene elements is accomplished primarily by sequencing a diverse range of RNA sources, comparative genomics, integrative bioinformatic methods, and human curation. Regulatory elements are typically investigated through DNA hypersensitivity assays, assays of DNA methylation, and immunoprecipitation (IP) of proteins that interact with DNA and RNA, i.e., modified histones, transcription factors, chromatin regulators, and RNA-binding proteins, followed by sequencing.",arn:aws:s3:::encode-public,S3 Bucket,us-west-2,Released and archived ENCODE data,bioinformatics,biology,deep learning,genetic,genomic,life sciences,machine learning,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GEOS-Chem Input Data,https://registry.opendata.aws/geoschem-input-data/,"Input data for the GEOS-Chem Chemical Transport Model. Including the NASA/GMAO MERRA-2 and GEOS-FP meteorological products, the HEMCO emission inventories, and other small data such as model initial conditions.",arn:aws:s3:::gcgrid,S3 Bucket,us-east-1,Top-level directory for all GEOS-Chem data.,air quality,climate,environmental,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIH NCBI Sequence Research Archive (SRA) on AWS,https://registry.opendata.aws/ncbi-sra/,"The Sequence Read Archive (SRA), produced by the National Center for Biotechnology Information (NCBI) at the National Library of Medicine (NLM) at the National Institutes of Health (NIH), stores raw DNA sequencing data and alignment information from high-throughput sequencing platforms. The SRA provides open access to these biological sequence data to support the research community's efforts to enhance reproducibility and make new discoveries by comparing data sets. This bucket contains public SRA data in original format from select high value and newly-released studies.",arn:aws:s3:::sra-pub-src-1,S3 Bucket,us-east-1,".bam, .cram, and .fastq files in a public S3 bucket",bam,fastq,genetic,genomic,life sciences,STRIDES,transcriptomics,whole genome sequencing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIH NCBI Sequence Research Archive (SRA) on AWS,https://registry.opendata.aws/ncbi-sra/,"The Sequence Read Archive (SRA), produced by the National Center for Biotechnology Information (NCBI) at the National Library of Medicine (NLM) at the National Institutes of Health (NIH), stores raw DNA sequencing data and alignment information from high-throughput sequencing platforms. The SRA provides open access to these biological sequence data to support the research community's efforts to enhance reproducibility and make new discoveries by comparing data sets. This bucket contains public SRA data in original format from select high value and newly-released studies.",arn:aws:s3:::sra-pub-src-2,S3 Bucket,us-east-1,".bam, .cram, and .fastq files in a public S3 bucket",bam,fastq,genetic,genomic,life sciences,STRIDES,transcriptomics,whole genome sequencing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York City Taxi and Limousine Commission (TLC) Trip Record Data,https://registry.opendata.aws/nyc-tlc-trip-records-pds/,Data of trips taken by taxis and for-hire vehicles in New York City.,arn:aws:s3:::nyc-tlc,S3 Bucket,us-east-1,CSV files containing NYC TLC trip data.,cities,transportation,urban,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenAQ,https://registry.opendata.aws/openaq/,"Global, aggregated physical air quality data from public data sources provided by government, research-grade and other sources. These awesome groups do the hard work of measuring these data and publicly sharing them, and our community makes them more universally-accessible to both humans and machines.",arn:aws:s3:::openaq-fetches,S3 Bucket,us-east-1,Minutely CSVs of global air quality fetched from sources all over the world,air quality,cities,environmental,geospatial,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenAQ,https://registry.opendata.aws/openaq/,"Global, aggregated physical air quality data from public data sources provided by government, research-grade and other sources. These awesome groups do the hard work of measuring these data and publicly sharing them, and our community makes them more universally-accessible to both humans and machines.",arn:aws:sns:us-east-1:470049585876:OPENAQ_NEW_MEASUREMENT,SNS Topic,us-east-1,"Rich SNS topic for new measurements, 1 notification per measurement, more details here",air quality,cities,environmental,geospatial,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenAQ,https://registry.opendata.aws/openaq/,"Global, aggregated physical air quality data from public data sources provided by government, research-grade and other sources. These awesome groups do the hard work of measuring these data and publicly sharing them, and our community makes them more universally-accessible to both humans and machines.",arn:aws:sns:us-east-1:470049585876:NewFetchObject,SNS Topic,us-east-1,"SNS topic for new objects in the openaq-fetches bucket, roughly 6 objects per hour, more details here",air quality,cities,environmental,geospatial,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenAQ,https://registry.opendata.aws/openaq/,"Global, aggregated physical air quality data from public data sources provided by government, research-grade and other sources. These awesome groups do the hard work of measuring these data and publicly sharing them, and our community makes them more universally-accessible to both humans and machines.",api.openaq.org,CloudFront Distribution,us-east-1,OpenAQ API,air quality,cities,environmental,geospatial,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenStreetMap on AWS,https://registry.opendata.aws/osm/,"OSM is a free, editable map of the world, created and maintained by volunteers. Regular OSM data archives are made available in Amazon S3.",arn:aws:s3:::osm-pds,S3 Bucket,us-east-1,Imagery and metadata,disaster response,geospatial,mapping,osm,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenStreetMap on AWS,https://registry.opendata.aws/osm/,"OSM is a free, editable map of the world, created and maintained by volunteers. Regular OSM data archives are made available in Amazon S3.",arn:aws:sns:us-east-1:800218804198:New_File,SNS Topic,us-east-1,New data notifications,disaster response,geospatial,mapping,osm,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sentinel-1,https://registry.opendata.aws/sentinel-1/,"Sentinel-1 is a pair of European radar imaging (SAR) satellites launched in 2014 and 2016. Its 6 days revisit cycle and ability to observe through clouds makes it perfect for sea and land monitoring, emergency response due to environmental disasters, and economic applications. GRD data is available globally since January 2017.",arn:aws:s3:::sentinel-s1-l1c,S3 Bucket Requester Pays,eu-central-1,GRD in a Requester Pays S3 bucket,disaster response,earth observation,geospatial,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sentinel-1,https://registry.opendata.aws/sentinel-1/,"Sentinel-1 is a pair of European radar imaging (SAR) satellites launched in 2014 and 2016. Its 6 days revisit cycle and ability to observe through clouds makes it perfect for sea and land monitoring, emergency response due to environmental disasters, and economic applications. GRD data is available globally since January 2017.",arn:aws:s3:::sentinel-inventory/sentinel-s1-l1c,S3 Bucket,eu-central-1,S3 Inventory files for L1C,disaster response,earth observation,geospatial,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
